video_id,split,y_true,y_proba,title,channel_title,category_title,view_count,predicted
sp3rosJEMCw,test,0,0.8756428480597818,อ่าวเกมพลิก #roblox,ONAMO ㅤ,Gaming,164001.0,1
0ZEmmVQ9dUQ,test,0,0.869534123540699,7 พฤศจิกายน ค.ศ. 2025,TIG Record,Music,3437.0,1
iMdk-4v4kuI,test,0,0.8690488156404327,สุ่มเครื่องเล่นไฟช๊อทนิ้ว ใครจะโดน!,zbing z.,Gaming,480683.0,1
XqGNh6ku5Ts,test,0,0.8675609089245184,พลาดจนได้ #roblox,ONAMO ㅤ,Gaming,287163.0,1
9sohxAs7ZLk,test,0,0.8673446735925047,แพ้เสียงในหัว #Shorts,Thanks For Watching,Gaming,193055.0,1
qzLPt7Ec96c,test,0,0.8639442386433442,7 พฤศจิกายน ค.ศ. 2025,TIG Record,Music,3378.0,1
ZI9WHNO9hi8,test,0,0.8627753620011152,7 พฤศจิกายน ค.ศ. 2025,TIG Record,Music,3483.0,1
8J1VRV8LzB0,test,0,0.8613225330845654,พี่แค่่ขอดูแปปปเดี๋ยวเอง #roblox,ONAMO ㅤ,Gaming,210215.0,1
OLgM41Io-Dg,test,0,0.8599219463372759,เมื่อผมขอค่าขนมที่บ้าน 🥀 #kutcha #memes #shorts,Kutcha Wants2playz,Gaming,735218.0,1
MMln0H1UWJE,test,0,0.8561199880254969,ไปต่อหรือพอแค่นี้ - GOODMOOD「Official MV」,Genierock,Music,915324.0,1
Od9RxrtLn04,test,0,0.8553345308667034,คิดถึง...ไม่ไหว - PARADOX x INGKHO PiXXiE「Acoustic Session」,Genierock,Music,375298.0,1
V74_th3fcJw,test,0,0.8504476456250987,มังกรเขียวตัวเดียวในไทย #roblox,ONAMO ㅤ,Gaming,82913.0,1
BEmT2q81CJ0,test,0,0.8498912945386798,7 พฤศจิกายน ค.ศ. 2025,TIG Record,Music,3087.0,1
FC33nGTVteM,test,0,0.8471961924581497,Wall Friction 🧲 #kutcha #shorts #memes,Kutcha Wants2playz,Gaming,127693.0,1
3ee_Hc2QwSI,test,0,0.846409886565285,กลับบ้านทางสามแพร่ง เจอผีจ่าเฉย,zbing z.,Gaming,704515.0,1
iSKVkdYfI7w,test,0,0.8462950194296472,"ถ้าเกิด!! ผมแอบอยู่ในกล่อง เพื่อขโมยเงิน $1,000,000 เหรียญ ของตำรวจ - (Minecraft คนรวยคนจน)",XyCloneZ,Gaming,66003.0,1
Bo2alG6cNQo,test,0,0.8457787399260481,สองแม่ลูก  • คุณมู๋มิ้ม | 15 พ.ย. 68 | THE GHOST RADIO,TheghostradioOfficial,Entertainment,1940741.0,1
jwslArB54W8,test,0,0.8426752984089403,เอาตัวรอดใน Once Human x Palworld  โคตรปั่น ..,Chicken V,Gaming,73180.0,1
pNHoSjGflt8,test,0,0.8394657751051882,พี่รีบพากย์เกิ้น  #mightymax #คลิปตลก  #clips #vtuber #คลิปสั้น,Mighty Max,Gaming,12948.0,1
_MvIyvOgkIA,test,0,0.8355975903562822,เเมว og ที่เเพงที่สุดในโลก #roblox,ONAMO ㅤ,Gaming,985464.0,1
U7EFxYX1nqQ,test,0,0.8241564989613739,ผีแย่งบุญ  • คุณฟ้า | 29 พ.ย. 68 | THE GHOST RADIO,TheghostradioOfficial,Entertainment,1715308.0,1
h9D6ibHz4lc,test,0,0.8216619328741342,ไหวไหม ? เกมที่จะมาโค่น Blox Fruit,PRIMKUNG,Gaming,367800.0,1
3uChnpRLzE4,test,0,0.8203985050744174,loserpop - แพ้เสียงในหัว (Hello There) [Official MV],Whattheduck,Music,36527.0,1
ItLHutmE81Q,test,0,0.8194094665525542,ตอนที่ 24 ออกตามหาเพื่อนปุ๊กปิ๊ก 😸🐺 - Minecraft IceAge ep24 [vaha555],vaha555,Gaming,6282.0,1
QqKuICxagCw,test,0,0.8189059083310127,ครั้งนี่เชียร์ใครคอมเม้นเลย! พี่โม่ ปะทะ จุ๊บแจง,zbing z.,Gaming,750879.0,1
dFD7uWUs32o,test,0,0.8188151767340041,Neon - PALMY「Official MV」,Genierock,Music,2661448.0,1
IzXQxjLb3XI,test,0,0.8188017201724412,จัดอันดับสิ่งที่ไม่ชอบใน99วัน,zbing z.,Gaming,1673476.0,1
5SENucMErRE,test,0,0.8154592799140143,ใครจำเกมนี้ได้บ้าง วันนี้แป้งเดินไปเจอตู้คีบตุ๊กตาเจ้าม่วง มาดูว่าจะได้มั้ย,zbing z.,Gaming,1681682.0,1
4Zzuyjtr8rA,test,0,0.8150470692611814,TEASER MV เมื่อถูกค้นพบ - FREEHAND พร้อมกัน 06.05.2026,Genierock,Music,10348.0,1
D_VnOOr9KkI,test,0,0.8126062393661242,ให้กูทำไม  • คุณเต้ย ซีพิ | 27 ธ.ค. 68 | THE GHOST RADIO,TheghostradioOfficial,Entertainment,1151619.0,1
QD9tydXHlfA,test,0,0.8121800757489728,ถ้า 99 คืนในป่าภาพสวยขึ้น! #กบเลี่ยนหลาม #roblox #เกม #99nightintheforest #99คืนในป่า,SUNFESOVERLOAD,Gaming,75926.0,1
Rk-F2RC9fCU,test,0,0.8102043982001664,แข่งหนีออกจาก บ้านยานอวกาศ ! ( Ananped x หมูสับ ),Ananped,Entertainment,1786172.0,1
WfXFDjL0Y_E,test,0,0.8094526890186368,RoV : 1-1 Veres อันดับ 1 จากเวียดนาม !,กิต งายย,Gaming,215411.0,1
